# qwen4exp_real_gate	label=owngen-mtp10	binary_sha256=6307988375a174e78f463d2d3b2964b4ee9173bfe2e956813c304ba902c82790	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false	mtp_dev1=true	spec_opts=SpecOpts { dynk: None, adapt_k_lo: None, pmin: 0.0 }
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=512x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
# vram	after_prompt=129	generated_this_run=309	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
172	sxc_claude	greedy	-	63	256	145	true	0.400	3.01	14.56
172	sxc_claude	sampled	0x5eed0000	63	512	230	true	0.377	2.89	16.90
172	sxc_claude	sampled	0x5eed0001	63	512	230	true	0.377	2.89	16.93
# vram	after_prompt=172	generated_this_run=310	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
174	sxc_eigen	greedy	-	63	256	109	true	0.114	1.57	27.74
174	sxc_eigen	sampled	0x5eed0000	63	512	108	true	0.224	2.12	22.95
174	sxc_eigen	sampled	0x5eed0001	63	512	108	true	0.224	2.12	23.01
# vram	after_prompt=174	generated_this_run=311	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
247	sxc_hermes	greedy	-	63	256	256	false	0.454	3.28	13.36
247	sxc_hermes	sampled	0x5eed0000	63	512	185	true	0.399	2.99	16.30
247	sxc_hermes	sampled	0x5eed0001	63	512	185	true	0.399	2.99	16.28
# vram	after_prompt=247	generated_this_run=312	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
263	sxc_hermes	greedy	-	63	256	78	true	0.103	1.51	28.80
263	sxc_hermes	sampled	0x5eed0000	63	512	81	true	0.195	1.98	24.71
263	sxc_hermes	sampled	0x5eed0001	63	512	81	true	0.195	1.98	24.76
# vram	after_prompt=263	generated_this_run=313	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
327	sxc_hermes	greedy	-	63	256	256	false	0.324	2.61	16.80
327	sxc_hermes	sampled	0x5eed0000	63	512	512	false	0.206	2.03	23.96
327	sxc_hermes	sampled	0x5eed0001	63	512	512	false	0.206	2.03	23.99
# vram	after_prompt=327	generated_this_run=314	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
335	sxc_hermes	greedy	-	63	256	110	true	0.087	1.44	30.43
335	sxc_hermes	sampled	0x5eed0000	63	512	129	true	0.160	1.80	27.28
335	sxc_hermes	sampled	0x5eed0001	63	512	129	true	0.160	1.80	27.24
# vram	after_prompt=335	generated_this_run=315	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
339	sxc_hermes	greedy	-	63	256	256	false	0.345	2.69	16.26
339	sxc_hermes	sampled	0x5eed0000	63	512	512	false	0.406	3.03	16.00
339	sxc_hermes	sampled	0x5eed0001	63	512	512	false	0.406	3.03	16.00
# vram	after_prompt=339	generated_this_run=316	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
346	sxc_eigen	greedy	-	63	256	256	false	0.380	2.91	14.96
346	sxc_eigen	sampled	0x5eed0000	63	512	221	true	0.377	2.89	16.80
346	sxc_eigen	sampled	0x5eed0001	63	512	221	true	0.377	2.89	16.82
# vram	after_prompt=346	generated_this_run=317	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
351	sxc_hermes	greedy	-	63	256	130	true	0.269	2.33	18.75
351	sxc_hermes	sampled	0x5eed0000	63	512	297	true	0.243	2.22	21.97
351	sxc_hermes	sampled	0x5eed0001	63	512	297	true	0.243	2.22	22.11
# vram	after_prompt=351	generated_this_run=318	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
353	sxc_codex	greedy	-	63	256	256	false	0.337	2.69	16.28
353	sxc_codex	sampled	0x5eed0000	63	512	512	false	0.361	2.80	17.43
353	sxc_codex	sampled	0x5eed0001	63	512	512	false	0.361	2.80	17.45
# vram	after_prompt=353	generated_this_run=319	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
64	sxc_claude	greedy	-	62	256	256	false	0.274	2.37	18.32
64	sxc_claude	sampled	0x5eed0000	62	512	512	false	0.242	2.22	21.99
64	sxc_claude	sampled	0x5eed0001	62	512	512	false	0.242	2.22	22.05
# vram	after_prompt=64	generated_this_run=320	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
78	sxc_eigen	greedy	-	62	256	256	false	0.292	2.46	17.65
78	sxc_eigen	sampled	0x5eed0000	62	512	376	true	0.278	2.39	20.38
78	sxc_eigen	sampled	0x5eed0001	62	512	376	true	0.278	2.39	20.38
# vram	after_prompt=78	generated_this_run=321	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
92	sxc_claude	greedy	-	62	256	134	true	0.393	2.98	14.67
92	sxc_claude	sampled	0x5eed0000	62	512	367	true	0.142	1.71	28.62
92	sxc_claude	sampled	0x5eed0001	62	512	367	true	0.142	1.71	28.76
# vram	after_prompt=92	generated_this_run=322	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
98	sxc_eigen	greedy	-	62	256	256	false	0.267	2.33	18.65
98	sxc_eigen	sampled	0x5eed0000	62	512	500	true	0.332	2.67	18.21
98	sxc_eigen	sampled	0x5eed0001	62	512	500	true	0.332	2.67	18.24
# vram	after_prompt=98	generated_this_run=323	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
128	sxc_claude	greedy	-	62	256	256	false	0.386	2.94	14.86
128	sxc_claude	sampled	0x5eed0000	62	512	512	false	0.217	2.07	23.55
128	sxc_claude	sampled	0x5eed0001	62	512	512	false	0.217	2.07	23.48
# vram	after_prompt=128	generated_this_run=324	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
138	sxc_eigen	greedy	-	62	256	256	false	0.402	3.01	14.51
138	sxc_eigen	sampled	0x5eed0000	62	512	512	false	0.268	2.34	20.81
138	sxc_eigen	sampled	0x5eed0001	62	512	512	false	0.268	2.34	20.83
# vram	after_prompt=138	generated_this_run=325	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
153	sxc_codex	greedy	-	62	256	256	false	0.499	3.51	12.54
153	sxc_codex	sampled	0x5eed0000	62	512	512	false	0.340	2.69	18.11
153	sxc_codex	sampled	0x5eed0001	62	512	512	false	0.340	2.69	18.14
# vram	after_prompt=153	generated_this_run=326	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
154	sxc_eigen	greedy	-	62	256	256	false	0.422	3.12	13.96
154	sxc_eigen	sampled	0x5eed0000	62	512	380	true	0.258	2.30	21.24
154	sxc_eigen	sampled	0x5eed0001	62	512	380	true	0.258	2.30	21.28
# vram	after_prompt=154	generated_this_run=327	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
322	sxc_eigen	greedy	-	62	256	256	false	0.304	2.51	17.34
322	sxc_eigen	sampled	0x5eed0000	62	512	512	false	0.226	2.13	22.92
322	sxc_eigen	sampled	0x5eed0001	62	512	512	false	0.226	2.13	22.83
# vram	after_prompt=322	generated_this_run=328	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
343	sxc_hermes	greedy	-	62	256	176	true	0.410	3.05	14.41
343	sxc_hermes	sampled	0x5eed0000	62	512	512	false	0.239	2.19	22.44
343	sxc_hermes	sampled	0x5eed0001	62	512	512	false	0.239	2.19	22.32
# vram	after_prompt=343	generated_this_run=329	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
68	sxc_claude	greedy	-	61	256	237	true	0.357	2.78	15.65
68	sxc_claude	sampled	0x5eed0000	61	512	512	false	0.192	1.96	24.93
68	sxc_claude	sampled	0x5eed0001	61	512	512	false	0.192	1.96	24.97
# vram	after_prompt=68	generated_this_run=330	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
102	sxc_eigen	greedy	-	61	256	256	false	0.355	2.75	15.95
102	sxc_eigen	sampled	0x5eed0000	61	512	512	false	0.324	2.63	18.61
102	sxc_eigen	sampled	0x5eed0001	61	512	512	false	0.324	2.63	18.56
# vram	after_prompt=102	generated_this_run=331	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
104	sxc_claude	greedy	-	61	256	256	false	0.343	2.72	16.02
104	sxc_claude	sampled	0x5eed0000	61	512	512	false	0.276	2.37	20.52
104	sxc_claude	sampled	0x5eed0001	61	512	512	false	0.276	2.37	20.60
# vram	after_prompt=104	generated_this_run=332	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
110	sxc_eigen	greedy	-	61	256	256	false	0.320	2.61	16.67
110	sxc_eigen	sampled	0x5eed0000	61	512	512	false	0.224	2.12	23.05
110	sxc_eigen	sampled	0x5eed0001	61	512	512	false	0.224	2.12	23.00
# vram	after_prompt=110	generated_this_run=333	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
122	sxc_eigen	greedy	-	61	256	256	false	0.305	2.53	17.19
122	sxc_eigen	sampled	0x5eed0000	61	512	512	false	0.280	2.40	20.32
122	sxc_eigen	sampled	0x5eed0001	61	512	512	false	0.280	2.40	20.20
# vram	after_prompt=122	generated_this_run=334	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
142	sxc_eigen	greedy	-	61	256	256	false	0.341	2.69	16.21
142	sxc_eigen	sampled	0x5eed0000	61	512	377	true	0.260	2.31	21.10
142	sxc_eigen	sampled	0x5eed0001	61	512	377	true	0.260	2.31	21.10
# vram	after_prompt=142	generated_this_run=335	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
149	sxc_codex	greedy	-	61	256	256	false	0.360	2.81	15.60
149	sxc_codex	sampled	0x5eed0000	61	512	362	true	0.275	2.38	20.47
149	sxc_codex	sampled	0x5eed0001	61	512	362	true	0.275	2.38	20.47
# vram	after_prompt=149	generated_this_run=336	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
150	sxc_eigen	greedy	-	61	256	176	true	0.410	3.05	14.34
150	sxc_eigen	sampled	0x5eed0000	61	512	176	true	0.338	2.67	18.42
150	sxc_eigen	sampled	0x5eed0001	61	512	176	true	0.338	2.67	18.41
# vram	after_prompt=150	generated_this_run=337	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
173	sxc_codex	greedy	-	61	256	256	false	0.389	2.94	14.88
173	sxc_codex	sampled	0x5eed0000	61	512	512	false	0.241	2.21	22.08
173	sxc_codex	sampled	0x5eed0001	61	512	512	false	0.241	2.21	21.89
# vram	after_prompt=173	generated_this_run=338	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
222	sxc_eigen	greedy	-	61	256	256	false	0.315	2.53	17.18
222	sxc_eigen	sampled	0x5eed0000	61	512	512	false	0.239	2.20	22.27
222	sxc_eigen	sampled	0x5eed0001	61	512	512	false	0.239	2.20	22.22
# vram	after_prompt=222	generated_this_run=339	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
243	sxc_hermes	greedy	-	61	256	256	false	0.363	2.81	15.50
243	sxc_hermes	sampled	0x5eed0000	61	512	476	true	0.290	2.45	19.89
243	sxc_hermes	sampled	0x5eed0001	61	512	476	true	0.290	2.45	19.90
# vram	after_prompt=243	generated_this_run=340	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
276	sxc_claude	greedy	-	61	256	256	false	0.338	2.67	16.40
276	sxc_claude	sampled	0x5eed0000	61	512	512	false	0.182	1.91	25.53
276	sxc_claude	sampled	0x5eed0001	61	512	512	false	0.182	1.91	25.52
# vram	after_prompt=276	generated_this_run=341	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
293	sxc_codex	greedy	-	61	256	188	true	0.424	3.12	13.95
293	sxc_codex	sampled	0x5eed0000	61	512	246	true	0.349	2.74	17.79
293	sxc_codex	sampled	0x5eed0001	61	512	246	true	0.349	2.74	17.74
# vram	after_prompt=293	generated_this_run=342	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
303	sxc_hermes	greedy	-	61	256	256	false	0.268	2.35	18.55
303	sxc_hermes	sampled	0x5eed0000	61	512	368	true	0.303	2.52	19.37
303	sxc_hermes	sampled	0x5eed0001	61	512	368	true	0.303	2.52	19.27
# vram	after_prompt=303	generated_this_run=343	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
74	sxc_eigen	greedy	-	60	256	256	false	0.291	2.42	18.05
74	sxc_eigen	sampled	0x5eed0000	60	512	457	true	0.292	2.46	19.81
74	sxc_eigen	sampled	0x5eed0001	60	512	457	true	0.292	2.46	19.65
# vram	after_prompt=74	generated_this_run=344	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
79	sxc_hermes	greedy	-	60	256	256	false	0.290	2.46	17.81
79	sxc_hermes	sampled	0x5eed0000	60	512	481	true	0.406	3.03	16.11
79	sxc_hermes	sampled	0x5eed0001	60	512	481	true	0.406	3.03	16.17
# vram	after_prompt=79	generated_this_run=345	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
260	sxc_claude	greedy	-	60	256	256	false	0.391	2.91	15.03
260	sxc_claude	sampled	0x5eed0000	60	512	512	false	0.223	2.12	23.16
260	sxc_claude	sampled	0x5eed0001	60	512	512	false	0.223	2.12	23.16
# vram	after_prompt=260	generated_this_run=346	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
261	sxc_codex	greedy	-	60	256	256	false	0.373	2.88	15.22
261	sxc_codex	sampled	0x5eed0000	60	512	512	false	0.196	1.98	24.53
261	sxc_codex	sampled	0x5eed0001	60	512	512	false	0.196	1.98	24.58
# vram	after_prompt=261	generated_this_run=347	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
37	think_off	greedy	-	55	256	256	false	0.762	4.83	9.07
37	think_off	sampled	0x5eed0000	55	512	512	false	0.373	2.86	17.11
37	think_off	sampled	0x5eed0001	55	512	512	false	0.373	2.86	17.13
# vram	after_prompt=37	generated_this_run=348	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
39	think_off	greedy	-	47	256	256	false	0.788	4.92	8.89
39	think_off	sampled	0x5eed0000	47	512	512	false	0.564	3.82	12.74
39	think_off	sampled	0x5eed0001	47	512	512	false	0.564	3.82	12.75
# vram	after_prompt=39	generated_this_run=349	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
42	think_off	greedy	-	38	256	256	false	0.483	3.41	12.81
42	think_off	sampled	0x5eed0000	38	512	512	false	0.407	3.03	16.06
42	think_off	sampled	0x5eed0001	38	512	512	false	0.407	3.03	16.05
# vram	after_prompt=42	generated_this_run=350	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
43	think_off	greedy	-	34	256	256	false	0.660	4.27	10.20
43	think_off	sampled	0x5eed0000	34	512	512	false	0.445	3.22	15.05
43	think_off	sampled	0x5eed0001	34	512	512	false	0.445	3.22	15.13
# vram	after_prompt=43	generated_this_run=351	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
# corpus	total_counted_tokens=404851	distinct_ids=11854	vocab=248320	seconds=10191
# coverage table (share of counted tokens inside the global top-N)
topN	global_coverage	floor_4x_tokens	floor_met	cov_agentic_plan	cov_agentic_tools	cov_chat	cov_code	cov_effort_low	cov_json	cov_logs	cov_longctx	cov_reasoning	cov_refactor	cov_shell	cov_sxc_claude	cov_sxc_codex	cov_sxc_eigen	cov_sxc_hermes	cov_think_off	cov_translate	cov_writing
1024	0.78787	4096	true	0.67773	0.75493	0.69955	0.65195	0.71719	0.82300	0.70079	0.71916	0.84740	0.70781	0.70312	0.81021	0.79127	0.81535	0.79223	0.68454	0.62510	0.76369
2048	0.87011	8192	true	0.80195	0.86397	0.80648	0.77734	0.80352	0.89055	0.79186	0.84034	0.92344	0.79609	0.83021	0.88694	0.87419	0.88985	0.87224	0.78106	0.73918	0.83622
4096	0.93717	16384	true	0.90176	0.93666	0.90893	0.90000	0.90352	0.94784	0.90271	0.91869	0.97005	0.90599	0.92839	0.94586	0.93739	0.94586	0.93887	0.88139	0.91424	0.91332
8192	0.98393	32768	true	0.98066	0.99896	0.97413	0.97956	0.97513	0.99829	0.98275	0.98184	0.99323	0.97604	0.98021	0.98585	0.98405	0.98618	0.98234	0.97432	0.98190	0.98221
16384	1.00000	65536	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
32768	1.00000	131072	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
65536	1.00000	262144	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
# ranks_sidecar	/home/ubuntu/realgate/mtp10/ranks-owngen-big.txt
