10:00:55 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}], "queue": {"depth": 0, "peak_depth": 0, "enqueued_total": 0, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": null, "wait_p95_s": null}, "requests": {"total": 0, "ok": 0, "err_5xx": 0, "ttfb_p50_s": null, "ttfb_p95_s": null, "lat_p50_s": null, "lat_p95_s": null}}
10:02:54 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 150, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 142, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 145, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 869, "ok": 822, "err_5xx": 0, "ttfb_p50_s": 4.076781715004472, "ttfb_p95_s": 4.271458441995492, "lat_p50_s": 4.077268786000786, "lat_p95_s": 4.272433423000621}}
10:02:55 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 150, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 142, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 145, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 869, "ok": 822, "err_5xx": 0, "ttfb_p50_s": 4.076781715004472, "ttfb_p95_s": 4.271458441995492, "lat_p50_s": 4.077268786000786, "lat_p95_s": 4.272433423000621}}
10:02:56 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 0, "total": 150, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 142, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 0, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 0, "total": 145, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 869, "ok": 846, "err_5xx": 0, "ttfb_p50_s": 4.067224352002086, "ttfb_p95_s": 4.245967066999583, "lat_p50_s": 4.0683009549975395, "lat_p95_s": 4.246162791001552}}
10:02:57 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 159, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 150, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 153, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 288, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165583927999251}, "requests": {"total": 918, "ok": 870, "err_5xx": 0, "ttfb_p50_s": 4.060903760000656, "ttfb_p95_s": 4.233817681997607, "lat_p50_s": 4.0625027130008675, "lat_p95_s": 4.2347942129999865}}
10:02:58 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 159, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 150, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 153, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 288, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165583927999251}, "requests": {"total": 918, "ok": 870, "err_5xx": 0, "ttfb_p50_s": 4.060903760000656, "ttfb_p95_s": 4.233817681997607, "lat_p50_s": 4.0625027130008675, "lat_p95_s": 4.2347942129999865}}
10:02:59 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 159, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 150, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 153, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 288, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165583927999251}, "requests": {"total": 918, "ok": 870, "err_5xx": 0, "ttfb_p50_s": 4.060903760000656, "ttfb_p95_s": 4.233817681997607, "lat_p50_s": 4.0625027130008675, "lat_p95_s": 4.2347942129999865}}
10:03:00 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 159, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 150, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 152, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 153, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 288, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.165583927999251}, "requests": {"total": 918, "ok": 870, "err_5xx": 0, "ttfb_p50_s": 4.060903760000656, "ttfb_p95_s": 4.233817681997607, "lat_p50_s": 4.0625027130008675, "lat_p95_s": 4.2347942129999865}}
10:03:01 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 167, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 158, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 161, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 336, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 966, "ok": 918, "err_5xx": 0, "ttfb_p50_s": 4.0726054049955565, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.0727270179995685, "lat_p95_s": 4.272397221000574}}
10:03:02 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 167, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 158, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 161, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 336, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 966, "ok": 918, "err_5xx": 0, "ttfb_p50_s": 4.0726054049955565, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.0727270179995685, "lat_p95_s": 4.272397221000574}}
10:03:03 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 167, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 158, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 161, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 336, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 966, "ok": 918, "err_5xx": 0, "ttfb_p50_s": 4.0726054049955565, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.0727270179995685, "lat_p95_s": 4.272397221000574}}
10:03:04 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 167, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 158, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 161, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 336, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 966, "ok": 918, "err_5xx": 0, "ttfb_p50_s": 4.0726054049955565, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.0727270179995685, "lat_p95_s": 4.272397221000574}}
10:03:05 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 175, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 160, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 162, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 169, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 372, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 1002, "ok": 954, "err_5xx": 0, "ttfb_p50_s": 4.0654000919967075, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.067333431994484, "lat_p95_s": 4.272397221000574}}
10:03:06 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 175, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 166, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 169, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 384, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.218846566000138}, "requests": {"total": 1014, "ok": 966, "err_5xx": 0, "ttfb_p50_s": 4.0680147189996205, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.07111174199963, "lat_p95_s": 4.272397221000574}}
10:03:07 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 175, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 166, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 169, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 384, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.218846566000138}, "requests": {"total": 1014, "ok": 966, "err_5xx": 0, "ttfb_p50_s": 4.0680147189996205, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.07111174199963, "lat_p95_s": 4.272397221000574}}
10:03:08 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 175, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 166, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 169, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 384, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.218846566000138}, "requests": {"total": 1014, "ok": 966, "err_5xx": 0, "ttfb_p50_s": 4.0680147189996205, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.07111174199963, "lat_p95_s": 4.272397221000574}}
10:03:09 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 183, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 166, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 168, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 177, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 416, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.218846566000138}, "requests": {"total": 1046, "ok": 998, "err_5xx": 0, "ttfb_p50_s": 4.065443992003566, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.067261251002492, "lat_p95_s": 4.272397221000574}}
10:03:10 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 174, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 177, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 433, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1063, "ok": 1015, "err_5xx": 0, "ttfb_p50_s": 4.066827221002313, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.0683303930054535, "lat_p95_s": 4.272397221000574}}
10:03:11 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 174, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 177, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 433, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1063, "ok": 1015, "err_5xx": 0, "ttfb_p50_s": 4.066827221002313, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.0683303930054535, "lat_p95_s": 4.272397221000574}}
10:03:12 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 174, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 177, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 433, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1063, "ok": 1015, "err_5xx": 0, "ttfb_p50_s": 4.066827221002313, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.0683303930054535, "lat_p95_s": 4.272397221000574}}
10:03:13 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 191, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 174, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 176, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 185, "errors": 0}], "queue": {"depth": 48, "peak_depth": 49, "enqueued_total": 464, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1094, "ok": 1046, "err_5xx": 0, "ttfb_p50_s": 4.059776570000395, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.059994634000759, "lat_p95_s": 4.272397221000574}}
10:03:14 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 192, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 182, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 185, "errors": 0}], "queue": {"depth": 47, "peak_depth": 49, "enqueued_total": 480, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1111, "ok": 1063, "err_5xx": 0, "ttfb_p50_s": 4.066868101996079, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.068330902999151, "lat_p95_s": 4.272397221000574}}
10:03:15 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 192, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 182, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 185, "errors": 0}], "queue": {"depth": 47, "peak_depth": 49, "enqueued_total": 480, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1111, "ok": 1063, "err_5xx": 0, "ttfb_p50_s": 4.066868101996079, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.068330902999151, "lat_p95_s": 4.272397221000574}}
10:03:16 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 192, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 182, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 185, "errors": 0}], "queue": {"depth": 47, "peak_depth": 49, "enqueued_total": 480, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1111, "ok": 1063, "err_5xx": 0, "ttfb_p50_s": 4.066868101996079, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.068330902999151, "lat_p95_s": 4.272397221000574}}
10:03:17 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 199, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 192, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 182, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 184, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 192, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 193, "errors": 0}], "queue": {"depth": 16, "peak_depth": 49, "enqueued_total": 480, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1142, "ok": 1094, "err_5xx": 0, "ttfb_p50_s": 4.076175458001671, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.077110796999477, "lat_p95_s": 4.272397221000574}}
10:03:18 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 200, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 192, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 189, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 192, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 192, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 193, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 480, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.224563584000862}, "requests": {"total": 1158, "ok": 1111, "err_5xx": 0, "ttfb_p50_s": 4.079581209000025, "ttfb_p95_s": 4.271383019993664, "lat_p50_s": 4.081343286001356, "lat_p95_s": 4.272397221000574}}
